,keyword,title,author,body,time,date,status,votes,num_comments,num_comment_pages,link,lang
48,implemented,[iOS][Other] Add an app widget for iOS 14,vlexone29,"Update 10/14: Spotify just implemented widgets in their latest version! Thanks to developers and to the community for your upvotes 🙂Now Spotify if you see this, please add time-synced lyrics functionality worldwide! — Make a good looking widget with for example recently played titles, media controls or most listened to playlists, that would be nice for the iOS 14 releaseExample here with Apple Music widgets: This second image is from Max McKinney on YouTube, you can check his concept video for ideas: https://www.youtube.com/watch?v=rsEPEfEnXHk",05:38 PM,‎2020-06-23,,5600,80,8,https://community.spotify.com/t5/Implemented-Ideas/iOS-Other-Add-an-app-widget-for-iOS-14/idi-p/4982955?search-action-id=342735444271&search-result-uid=4982955,en
49,implemented,[All Platforms][Browse] Bring back Appears On section,VladVega,Its ridiculous that such useful feature is removed while the annoying behind the lyrics is still there instead of lyrics.We want the Appears On section back!Stop disabling good functions that provide help to customers!WE WANT APPEARS ON SECTION BACK!,09:47 PM,‎2020-06-18,,859,80,8,https://community.spotify.com/t5/Implemented-Ideas/All-Platforms-Browse-Bring-back-Appears-On-section/idi-p/4979646?search-action-id=342735444271&search-result-uid=4979646,en
50,implemented,[Subscription] Premium Student In Malaysia,kumpulkumbang,"There are a lot student in Malaysia that uses Spotify and some are like me, we are students and the only one who uses Spotify in our family but still doesn't want to pay the basic premium. There is Premium Student offered in certain countries yet to offer in Malaysia. Looking forward for it to be available here.",01:02 AM,‎2020-06-12,,327,10,1,https://community.spotify.com/t5/Implemented-Ideas/Subscription-Premium-Student-In-Malaysia/idi-p/4975265?search-action-id=342735221289&search-result-uid=4975265,en
51,implemented,[All Platforms][Podcasts] Rating Podcasts,nightmarechic24,"Is there a way we can rate podcasts? I feel bad about no longer ""following"" a podcast once I am finished with it and would love to be able to rate it and/or leave a review or something like that. That way others can see via the rating if people like it or not. Can we please implement a rating system like they do other places?Thanks!",04:39 PM,‎2020-06-10,,100,20,2,https://community.spotify.com/t5/Implemented-Ideas/All-Platforms-Podcasts-Rating-Podcasts/idi-p/4974308?search-action-id=342735221289&search-result-uid=4974308,en
52,implemented,[Desktop] Bring back the ability to add local files to Your Library,claireinetteish,"Just discovered that the feature to add local files from my desktop to my library has been removed. I have a large amount of music that I have as files on my computer which are not available on the Spotify library for various reasons, but I still want to be able to add them to my personal playlists and listen to them on the same platform as the rest of my music. I can't be the only one who has this issue. Being able to add my own music to a library is a bit of a make-or-break feature for a music application for me.",09:54 PM,‎2020-05-13,,811,50,5,https://community.spotify.com/t5/Implemented-Ideas/Desktop-Bring-back-the-ability-to-add-local-files-to-Your/idi-p/4954363?search-action-id=342735221289&search-result-uid=4954363,en
53,implemented,[Desktop] Bring back add album to queue option,ftaang,"I already miss the extra right-click options that were removed with the new desktop update. I would often add entire albums to my queue but I can no longer do so with the new update. I'm not sure whether it was completely removed or just moved, but I miss having it as an immediately accessible option. Please consider bringing it back!",04:04 AM,‎2020-05-12,,100,10,1,https://community.spotify.com/t5/Implemented-Ideas/Desktop-Bring-back-add-album-to-queue-option/idi-p/4952753?search-action-id=342735221289&search-result-uid=4952753,en
54,implemented,[Desktop][Playlists] Remove currently playing song from playlist,djsizzlewizzle,"hi all, here's my problem: i'm listening to my playlist (that i've made) and i realize i hate the song im currently listening to. so i tab out of my game and go to my playlist to remove it. simple, no? no. with my playlist being 150 songs and growing it is a hassle to have to scroll down and try and find the song, especially with my low spec computer. what i suggest is to add a ""remove from playlist"" function when you right the song name in the bottom left of the app, similar to the ""like song"" and ""add to playlist"". i have attached a picture of what i think it might look like",01:39 AM,‎2020-05-12,,64,20,2,https://community.spotify.com/t5/Implemented-Ideas/Desktop-Playlists-Remove-currently-playing-song-from-playlist/idi-p/4952694?search-action-id=342735221289&search-result-uid=4952694,en
55,implemented,[Desktop] Restore the Date Added column,Merc136,"For the Web Player and Desktop application, when viewing your own Playlists you created, you used to be able to see the date the song was added to the Playlist. I used to use this feature, as I have a Playlist where I only keep new music on it, and remove the song from that Playlist either once I tire of it, or after a certain amount of time has passed then I remove it. Now, I can no longer see the date the song was added with the most recent updates. Obviously, I know the song at the top of the Playlist is the oldest, but that still doesn't tell me if it has been on that Playlist for a day or a year. I would like that added back, or, at least have it an optional feature that can be displayed if one chooses, if it's only a minority of users who like that being displayed.",08:09 PM,‎2020-05-08,,181,10,1,https://community.spotify.com/t5/Implemented-Ideas/Desktop-Restore-the-Date-Added-column/idi-p/4950026?search-action-id=342735221289&search-result-uid=4950026,en
56,implemented,[Partnership] Add Sign-in with Google,mmichonski,"Hey, as Spotify users we can sign into the service either by entering our username, email, or by clicking a button that signs us in through Facebook or Apple. Sign-in with Google, however, is not an option yet, although it is a standard sign-in service used by most high profile businesses. It would also be useful for every time users login to Spotify Web Player at work in incognito mode, which for some might be daily. Please add this basic feature so that users can spend more time listening to great music and less time logging in. Thanks!",11:21 PM,‎2020-05-06,,56,10,1,https://community.spotify.com/t5/Implemented-Ideas/Partnership-Add-Sign-in-with-Google/idi-p/4947958?search-action-id=342735221289&search-result-uid=4947958,en
57,implemented,[All Platforms][Subscription] Share playlist with Spotify Kids,jeebus,"I was very excited to see the new kids app, but was quickly disappointed in how limited the selection was, as well as the inability to create a playlist aside from one set of “favorites” it would be great if an adult profile on the same family plan could share a playlist with the kids account with any songs from the full catalog that we deem appropriate for our own children. While third party curation is helpful as a default, it would be amazing if we could add select songs to the “ok” list, and sharing specific playlists seems like a fairly straightforward way to implement it. Our 5 year old has many favorite songs available on “regular” Spotify but not on “kids”. While the new app is very promising, in its current form it’s really not usable for us.",03:34 AM,‎2020-05-05,,129,30,3,https://community.spotify.com/t5/Implemented-Ideas/All-Platforms-Subscription-Share-playlist-with-Spotify-Kids/idi-p/4946297?search-action-id=342735221289&search-result-uid=4946297,en
58,implemented,[All Platforms][Playlists] Public Collaborative Playlist,ARA21,"Let my collab playlists show on my profile to randoms! I want random people to follow the playlist that I made with my friends without them editing it. Just add author permissions. In fact, it encourages people to interact with Spotify more! This is such a simple idea that would put Spotify as a clear favorite over apple music that I don't know why it hasn't been taken on. I truly don't see any downsides to this. I wish this would be addressed as to why it's not a thing rather than being linked to elsewhere to show me how many people have supported it in the past (which has been a lot).",01:17 AM,‎2020-05-05,,105,20,2,https://community.spotify.com/t5/Implemented-Ideas/All-Platforms-Playlists-Public-Collaborative-Playlist/idi-p/4946247?search-action-id=342735221289&search-result-uid=4946247,en
